,begin_date,institution,type,causative1,setting,end_date,latitude,longitude,Month,Year,_dt_diff
244,2016-08-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-01
245,2016-08-19,yee hong centre for geriatric care,1.0,Metapneumovirus,3.0,2016-09-04,43.80870820000001,-79.25466209999998,August,2016,2016-09-02
246,2016-08-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-03
247,2016-08-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-04
248,2016-08-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-05
249,2016-08-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-06
250,2016-08-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-07
251,2016-08-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-08
252,2016-08-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-09
253,2016-08-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-10
254,2016-08-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-11
255,2016-08-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-12
256,2016-08-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-13
257,2016-08-31,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,August,2016,2016-09-14
258,2016-09-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-15
259,2016-09-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-16
260,2016-09-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-17
261,2016-09-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-18
262,2016-09-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-19
263,2016-09-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-20
264,2016-09-07,castleview wychwood,1.0,Rhinovirus,3.0,2016-09-15,43.67316900000001,-79.42178220000002,September,2016,2016-09-21
265,2016-09-08,cummer lodge,1.0,Unable to identify,3.0,2016-09-25,43.7881531,-79.40755829999998,September,2016,2016-09-22
266,2016-09-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-23
267,2016-09-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-24
268,2016-09-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-25
269,2016-09-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-26
270,2016-09-13,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2016-09-20,43.72284570000001,-79.37287490000001,September,2016,2016-09-27
271,2016-09-14,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2016-09-23,43.72284570000001,-79.37287490000001,September,2016,2016-09-28
272,2016-09-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-29
273,2016-09-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-09-30
274,2016-09-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-01
275,2016-09-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-02
276,2016-09-19,midland gardens community,1.0,Rhinovirus,3.0,2016-10-30,43.70835,-79.24749299999998,September,2016,2016-10-03
277,2016-09-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-04
278,2016-09-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-05
279,2016-09-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-06
280,2016-09-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-07
281,2016-09-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-08
282,2016-09-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-09
283,2016-09-26,st john's rehabilitation centre,1.0,Coronavirus,1.0,2016-10-01,43.787545400000006,-79.40405679999998,September,2016,2016-10-10
284,2016-09-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-11
285,2016-09-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-12
286,2016-09-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,September,2016,2016-10-13
287,2016-09-30,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2016-10-15,43.72284570000001,-79.37287490000001,September,2016,2016-10-14
288,2016-10-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-15
289,2016-10-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-16
290,2016-10-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-17
291,2016-10-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-18
292,2016-10-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-19
293,2016-10-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-20
294,2016-10-07,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2016-10-15,43.72284570000001,-79.37287490000001,October,2016,2016-10-21
295,2016-10-08,chartwell gibson long term care home,1.0,Rhinovirus,3.0,2016-11-08,43.8076512,-79.3737903,October,2016,2016-10-22
296,2016-10-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-23
297,2016-10-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-24
298,2016-10-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-25
299,2016-10-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-26
300,2016-10-13,better living thompson house,1.0,Rhinovirus,3.0,2016-11-03,43.732384,-79.347427,October,2016,2016-10-27
301,2016-10-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-28
302,2016-10-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-29
303,2016-10-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-10-30
304,2016-10-17,o'neill centre,1.0,Rhinovirus,3.0,2016-11-07,43.6647536,-79.41868529999998,October,2016,2016-10-31
305,2016-10-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-01
306,2016-10-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-02
307,2016-10-20,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2016-10-28,43.72284570000001,-79.37287490000001,October,2016,2016-11-03
308,2016-10-20,chartwell gibson long term care home,1.0,Rhinovirus,4.0,2016-11-03,43.80778220000001,-79.37282239999998,October,2016,2016-11-04
309,2016-10-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-05
310,2016-10-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-06
311,2016-10-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-07
312,2016-10-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-08
313,2016-10-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-09
314,2016-10-26,west park long term care,1.0,Rhinovirus,1.0,2016-11-04,43.690044,-79.50818129999998,October,2016,2016-11-10
315,2016-10-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-11
316,2016-10-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-12
317,2016-10-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-13
318,2016-10-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-14
319,2016-10-31,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,October,2016,2016-11-15
320,2016-11-01,chartwell gibson long term care home,1.0,Influenza A (H3),3.0,2016-11-15,43.8076512,-79.3737903,November,2016,2016-11-16
321,2016-11-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-17
322,2016-11-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-18
323,2016-11-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-19
324,2016-11-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-20
325,2016-11-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-21
326,2016-11-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-22
327,2016-11-08,camh,1.0,Rhinovirus,1.0,2016-11-17,43.6430754,-79.41731920000002,November,2016,2016-11-23
328,2016-11-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-24
329,2016-11-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-25
330,2016-11-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-26
331,2016-11-12,St. Joseph's Health Centre ,1.0,Respiratory syncytial virus,0.0,2016-12-04,43.6405498,-79.4500166,November,2016,2016-11-27
332,2016-11-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-28
333,2016-11-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-29
334,2016-11-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-11-30
335,2016-11-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-01
336,2016-11-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-02
337,2016-11-18,st john's rehabilitation centre,1.0,Influenza A (H3N2),1.0,2016-11-25,43.787545400000006,-79.40405679999998,November,2016,2016-12-03
338,2016-11-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-04
339,2016-11-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-05
340,2016-11-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-06
341,2016-11-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-07
342,2016-11-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-08
343,2016-11-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-09
344,2016-11-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-10
345,2016-11-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-11
346,2016-11-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-12
347,2016-11-28,sunnybrook health sciences centre,1.0,Enterovirus/Rhinovirus,3.0,2016-12-05,43.72284570000001,-79.37287490000001,November,2016,2016-12-13
348,2016-11-29,o'neill centre,1.0,Respiratory syncytial virus,3.0,2016-12-19,43.6647536,-79.41868529999998,November,2016,2016-12-14
349,2016-11-29,st john's rehabilitation centre,1.0,Enterovirus/Rhinovirus,1.0,2016-12-16,43.787545400000006,-79.40405679999998,November,2016,2016-12-15
350,2016-11-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,November,2016,2016-12-16
351,2016-12-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-17
352,2016-12-02,Kensington Gardens ,1.0,Respiratory syncytial virus,3.0,2016-12-14,43.6587924,-79.4043085,December,2016,2016-12-18
353,2016-12-02,west park long term care,1.0,Respiratory syncytial virus,3.0,2016-12-16,43.690044,-79.50818129999998,December,2016,2016-12-19
354,2016-12-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-20
355,2016-12-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-21
356,2016-12-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-22
357,2016-12-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-23
358,2016-12-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-24
359,2016-12-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-25
360,2016-12-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-26
361,2016-12-10,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-27
362,2016-12-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-28
363,2016-12-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-29
364,2016-12-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2016-12-30
365,2016-12-14,st john's rehabilitation centre,1.0,Respiratory syncytial virus,1.0,2016-12-30,43.787545400000006,-79.40405679999998,December,2016,2016-12-31
366,2016-12-15,cummer lodge,1.0,Coronavirus,3.0,2016-12-24,43.7881531,-79.40755829999998,December,2016,2017-01-01
367,2016-12-16,west park long term care,1.0,Respiratory syncytial virus,1.0,2017-01-04,43.690044,-79.50818129999998,December,2016,2017-01-02
368,2016-12-17,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-03
369,2016-12-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-04
370,2016-12-19,west park long term care,1.0,Respiratory syncytial virus,1.0,2016-12-23,43.690044,-79.50818129999998,December,2016,2017-01-05
371,2016-12-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-06
372,2016-12-21,North York General Hospital ,1.0,Influenza A (Not subtyped),0.0,2016-12-29,43.76944570000001,-79.3625064,December,2016,2017-01-07
373,2016-12-22,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-08
374,2016-12-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-09
375,2016-12-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-10
376,2016-12-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-11
377,2016-12-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-12
378,2016-12-27,St. Joseph's Health Centre ,1.0,Influenza A (Not subtyped),0.0,2017-01-09,43.6405498,-79.4500166,December,2016,2017-01-13
379,2016-12-28,better living thompson house,1.0,Influenza A (H3N2),3.0,2017-01-10,43.732384,-79.347427,December,2016,2017-01-14
380,2016-12-28,wexford residence,1.0,Influenza A (H3),3.0,2017-01-11,43.7439584,-79.30245040000001,December,2016,2017-01-15
381,2016-12-28,chartwell gibson long term care home,1.0,Influenza A (H3),4.0,2017-01-13,43.80778220000001,-79.37282239999998,December,2016,2017-01-16
382,2016-12-28,St. Joseph's Health Centre ,1.0,Respiratory syncytial virus,0.0,2017-01-04,43.6405498,-79.4500166,December,2016,2017-01-17
383,2016-12-29,Providence Healthcare ,1.0,Influenza A (H3),1.0,2017-01-09,43.71294140000001,-79.2851737,December,2016,2017-01-18
384,2016-12-29,sunnybrook health sciences centre,1.0,Influenza A (H3N2),3.0,2017-01-11,43.72284570000001,-79.37287490000001,December,2016,2017-01-19
385,2016-12-29,midland gardens community,1.0,Respiratory syncytial virus,3.0,2017-01-19,43.70835,-79.24749299999998,December,2016,2017-01-20
386,2016-12-29,west park long term care,1.0,Respiratory syncytial virus,1.0,2017-01-02,43.690044,-79.50818129999998,December,2016,2017-01-21
387,2016-12-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-22
388,2016-12-31,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,December,2016,2017-01-23
389,2017-01-01,Providence Healthcare ,1.0,Influenza A (H3),1.0,2017-01-10,43.71294140000001,-79.2851737,January,2017,2017-01-24
390,2017-01-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-01-25
391,2017-01-03,scarborough and rouge hospital,1.0,Influenza A (H3),0.0,2017-01-12,43.80174969999999,-79.30905659999998,January,2017,2017-01-26
392,2017-01-03,sunnybrook health sciences centre,1.0,Influenza A (H3N2),0.0,2017-01-11,43.72284570000001,-79.37287490000001,January,2017,2017-01-27
393,2017-01-03,Providence Healthcare ,1.0,Influenza A (H3),3.0,2017-01-17,43.71294140000001,-79.2851737,January,2017,2017-01-28
394,2017-01-04,tendercare living centre,1.0,Influenza A (H3),3.0,2017-01-28,43.8057618,-79.33597999999998,January,2017,2017-01-29
395,2017-01-04,Kensington Gardens ,1.0,Influenza A (H3),3.0,2017-01-16,43.6581904,-79.40343490000002,January,2017,2017-01-30
396,2017-01-04,Kensington Gardens ,1.0,Respiratory syncytial virus,3.0,2017-01-13,43.6581904,-79.40343490000002,January,2017,2017-01-31
397,2017-01-05,North York General Hospital ,1.0,Influenza A (H3),0.0,2017-01-10,43.76944570000001,-79.3625064,January,2017,2017-02-01
398,2017-01-06,Providence Healthcare ,1.0,Influenza A (H3),1.0,2017-01-20,43.71294140000001,-79.2851737,January,2017,2017-02-02
399,2017-01-06,o'neill centre,1.0,Influenza A (H3),3.0,2017-01-23,43.6647536,-79.41868529999998,January,2017,2017-02-03
400,2017-01-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-02-04
401,2017-01-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-02-05
402,2017-01-09,North York General Hospital ,1.0,Influenza A (H3),0.0,2017-01-17,43.76944570000001,-79.3625064,January,2017,2017-02-06
403,2017-01-10,st john's rehabilitation centre,1.0,Influenza A (H3N2),1.0,2017-01-19,43.787545400000006,-79.40405679999998,January,2017,2017-02-07
404,2017-01-10,west park long term care,1.0,Respiratory syncytial virus,1.0,2017-01-18,43.690044,-79.50818129999998,January,2017,2017-02-08
405,2017-01-11,sunnybrook health sciences centre,1.0,Influenza A (H3N2),0.0,2017-01-20,43.72284570000001,-79.37287490000001,January,2017,2017-02-09
406,2017-01-12,sunnybrook health sciences centre,1.0,Respiratory syncytial virus,3.0,2017-01-27,43.72284570000001,-79.37287490000001,January,2017,2017-02-10
407,2017-01-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-02-11
408,2017-01-14,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-02-12
409,2017-01-15,scarborough and rouge hospital,1.0,Metapneumovirus,0.0,2017-01-30,43.75619289999999,-79.2469386,January,2017,2017-02-13
410,2017-01-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-02-14
411,2017-01-17,belmont house retirment home,1.0,Influenza A (H3),3.0,2017-02-02,42.4155006,-71.06184619999998,January,2017,2017-02-15
412,2017-01-18,yee hong centre for geriatric care,1.0,Influenza A (H3N2),3.0,2017-02-02,43.81422379999999,-79.29021390000003,January,2017,2017-02-16
413,2017-01-18,St. Joseph's Health Centre ,1.0,Influenza A (Not subtyped),0.0,2017-01-30,43.6405498,-79.4500166,January,2017,2017-02-17
414,2017-01-18,St. Joseph's Health Centre ,1.0,Influenza A (H3),0.0,2017-01-29,43.6405498,-79.4500166,January,2017,2017-02-18
415,2017-01-19,sunnybrook health sciences centre,1.0,Influenza A (H3N2),3.0,2017-01-29,43.72284570000001,-79.37287490000001,January,2017,2017-02-19
416,2017-01-19,sunnybrook health sciences centre,1.0,Influenza A (H3N2),3.0,2017-02-02,43.72284570000001,-79.37287490000001,January,2017,2017-02-20
417,2017-01-19,sunnybrook health sciences centre,1.0,Influenza A (H3N2),3.0,2017-02-09,43.72284570000001,-79.37287490000001,January,2017,2017-02-21
418,2017-01-20,cummer lodge,1.0,Influenza A (H3),3.0,2017-02-09,43.7881531,-79.40755829999998,January,2017,2017-02-22
419,2017-01-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-02-23
420,2017-01-22,North York General Hospital ,1.0,Influenza A (H3),0.0,2017-01-30,43.76944570000001,-79.3625064,January,2017,2017-02-24
421,2017-01-22,Michael Garron Hospital ,1.0,Respiratory syncytial virus,0.0,2017-02-01,43.68987130000001,-79.32485820000002,January,2017,2017-02-25
422,2017-01-23,castleview wychwood,1.0,Influenza A (H3),3.0,2017-02-01,43.67316900000001,-79.42178220000002,January,2017,2017-02-26
423,2017-01-24,St. Joseph's Health Centre ,1.0,Influenza A (Not subtyped),0.0,2017-02-03,43.6405498,-79.4500166,January,2017,2017-02-27
424,2017-01-24,sunnybrook health sciences centre,1.0,Coronavirus,3.0,2017-02-04,43.72284570000001,-79.37287490000001,January,2017,2017-02-28
425,2017-01-25,midland gardens community,1.0,Respiratory syncytial virus,3.0,2017-03-04,43.70835,-79.24749299999998,January,2017,2017-03-01
426,2017-01-25,St. Joseph's Health Centre ,1.0,Influenza A (Not subtyped),0.0,2017-02-02,43.6405498,-79.4500166,January,2017,2017-03-02
427,2017-01-26,chartwell gibson long term care home,1.0,Influenza A (H3),3.0,2017-02-08,43.8076512,-79.3737903,January,2017,2017-03-03
428,2017-01-27,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-03-04
429,2017-01-28,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-03-05
430,2017-01-29,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-03-06
431,2017-01-30,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,January,2017,2017-03-07
432,2017-01-31,better living thompson house,1.0,Influenza A (H3),3.0,2017-02-20,43.732384,-79.347427,January,2017,2017-03-08
433,2017-02-01,Providence Healthcare ,1.0,Influenza A (H3),1.0,2017-02-08,43.71294140000001,-79.2851737,February,2017,2017-03-09
434,2017-02-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-10
435,2017-02-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-11
436,2017-02-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-12
437,2017-02-05,yee hong centre for geriatric care,1.0,Influenza A (H3),3.0,2017-02-28,43.80870820000001,-79.25466209999998,February,2017,2017-03-13
438,2017-02-06,cummer lodge,1.0,Respiratory syncytial virus,3.0,2017-03-03,43.7881531,-79.40755829999998,February,2017,2017-03-14
439,2017-02-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-15
440,2017-02-08,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-16
441,2017-02-09,castleview wychwood,1.0,Influenza A (H3),3.0,2017-03-06,43.67316900000001,-79.42178220000002,February,2017,2017-03-17
442,2017-02-10,sunnybrook health sciences centre,1.0,Coronavirus,3.0,2017-02-22,43.72284570000001,-79.37287490000001,February,2017,2017-03-18
443,2017-02-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-19
444,2017-02-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-20
445,2017-02-13,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-21
446,2017-02-14,sunnybrook health sciences centre,1.0,Respiratory syncytial virus,3.0,2017-02-23,43.72284570000001,-79.37287490000001,February,2017,2017-03-22
447,2017-02-15,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-23
448,2017-02-16,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-24
449,2017-02-17,west park long term care,1.0,Influenza A (H3),1.0,2017-02-27,43.690044,-79.50818129999998,February,2017,2017-03-25
450,2017-02-18,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-26
451,2017-02-19,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-27
452,2017-02-20,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-28
453,2017-02-21,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-29
454,2017-02-22,Kensington Gardens ,1.0,Influenza A (H3),3.0,2017-03-01,43.6581904,-79.40343490000002,February,2017,2017-03-30
455,2017-02-23,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-03-31
456,2017-02-24,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-04-01
457,2017-02-25,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-04-02
458,2017-02-26,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,February,2017,2017-04-03
459,2017-02-27,yee hong centre for geriatric care,1.0,Coronavirus,3.0,2017-03-12,43.80870820000001,-79.25466209999998,February,2017,2017-04-04
460,2017-02-28,st john's rehabilitation centre,1.0,Respiratory syncytial virus,1.0,2017-03-10,43.787545400000006,-79.40405679999998,February,2017,2017-04-05
461,2017-03-01,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-06
462,2017-03-02,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-07
463,2017-03-03,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-08
464,2017-03-04,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-09
465,2017-03-05,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-10
466,2017-03-06,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-11
467,2017-03-07,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-12
468,2017-03-08,st john's rehabilitation centre,1.0,Influenza A (H3N2),1.0,2017-03-24,43.787545400000006,-79.40405679999998,March,2017,2017-04-13
469,2017-03-09,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-14
470,2017-03-10,sunnybrook health sciences centre,1.0,Influenza A (H3N2),3.0,2017-03-19,43.72284570000001,-79.37287490000001,March,2017,2017-04-15
471,2017-03-10,tendercare living centre,1.0,Influenza A (H3),3.0,2017-03-20,43.8057618,-79.33597999999998,March,2017,2017-04-16
472,2017-03-11,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-17
473,2017-03-12,nl,0.0,unknown,6.0,2018-12-11,43.65,-79.38,March,2017,2017-04-18
474,2017-03-13,west park long term care,1.0,Respiratory syncytial virus,1.0,2017-03-30,43.690044,-79.50818129999998,March,2017,2017-04-19
475,2017-03-14,Michael Garron Hospital ,1.0,Influenza A (Not subtyped),0.0,2017-03-23,43.68987130000001,-79.32485820000002,March,2017,2017-04-20
476,2017-03-14,west park long term care,1.0,Influenza B,3.0,2017-04-04,43.690044,-79.50818129999998,March,2017,2017-04-21
477,2017-03-14,sunnybrook health sciences centre,1.0,Influenza A (H3N2),3.0,2017-03-24,43.72284570000001,-79.37287490000001,March,2017,2017-04-22
